Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
415-13-7580,C,Naypyitaw,Normal,Female,Fashion accessories,20.11,8,8.044,168.924,01/18/2019,20:35,Ewallet,160.88,4.761905,8.044,9.4
900-45-4206,C,Naypyitaw,Member,Female,Home and lifestyle,18.32,1,0.916,19.236,01/25/2019,19:33,Ewallet,18.32,4.761905,0.916,7.6
717-87-9381,A,Yangon,Member,Female,Fashion accessories,70.44,2,7.044,147.924,02/20/2019,13:31,Cash,140.88,4.761905,7.044,9.9
459-49-8300,A,Yangon,Normal,Female,Electronic accessories,74.44,7,26.054,547.134,02/17/2019,10:18,Cash,521.08,4.761905,26.054,6.2
534-63-3286,C,Naypyitaw,Member,Male,Fashion accessories,89.9,7,31.465,660.765,02/06/2019,12:51,Credit card,629.3,4.761905,31.465,8.8
190-10-7708,C,Naypyitaw,Member,Male,Electronic accessories,37.29,9,16.7805,352.3905,01/09/2019,19:48,Cash,335.61,4.761905,16.7805,9.9
396-80-9037,C,Naypyitaw,Normal,Female,Electronic accessories,60.02,10,30.01,630.21,01/18/2019,13:11,Cash,600.2,4.761905,30.01,8.5
755-91-8742,A,Yangon,Normal,Female,Sports and travel,60.34,8,24.136,506.856,01/01/2019,12:16,Cash,482.72,4.761905,24.136,5.3
863-56-8872,A,Yangon,Normal,Female,Electronic accessories,54.27,4,10.854,227.934,02/05/2019,17:04,Credit card,217.08,4.761905,10.854,4.2
266-84-1958,C,Naypyitaw,Normal,Female,Fashion accessories,71.73,2,7.173,150.633,03/15/2019,10:54,Cash,143.46,4.761905,7.173,6.2
149-47-5778,A,Yangon,Normal,Female,Fashion accessories,22.19,3,3.3285,69.8985,02/16/2019,16:40,Cash,66.57,4.761905,3.3285,4.3
946-97-5932,C,Naypyitaw,Member,Male,Fashion accessories,26.49,2,2.649,55.629,01/22/2019,18:20,Cash,52.98,4.761905,2.649,7.6
521-53-3671,B,Mandalay,Normal,Male,Food and beverages,62.2,3,9.33,195.93,03/08/2019,14:23,Cash,186.6,4.761905,9.33,4.1
966-78-2867,A,Yangon,Member,Male,Food and beverages,29.9,4,5.98,125.58,03/13/2019,19:44,Credit card,119.6,4.761905,5.98,8.8
711-76-6604,B,Mandalay,Normal,Male,Health and beauty,83.7,1,4.185,87.885,02/09/2019,15:08,Cash,83.7,4.761905,4.185,6.9
414-26-4438,A,Yangon,Normal,Male,Fashion accessories,83.31,4,16.662,349.902,03/30/2019,12:44,Ewallet,333.24,4.761905,16.662,4.8
210-14-9412,A,Yangon,Member,Female,Fashion accessories,78.67,2,7.867,165.207,03/03/2019,16:02,Ewallet,157.34,4.761905,7.867,4.5
901-25-4365,C,Naypyitaw,Member,Female,Health and beauty,91.77,1,4.5885,96.3585,03/27/2019,10:48,Ewallet,91.77,4.761905,4.5885,4.4
264-74-4962,C,Naypyitaw,Member,Male,Fashion accessories,41.64,2,4.164,87.444,02/05/2019,19:22,Cash,83.28,4.761905,4.164,4.9
104-22-4506,C,Naypyitaw,Member,Male,Food and beverages,78.69,9,35.4105,743.6205,01/25/2019,14:10,Credit card,708.21,4.761905,35.4105,5.3
488-64-4510,C,Naypyitaw,Normal,Female,Fashion accessories,63.04,8,25.216,529.536,01/14/2019,12:53,Cash,504.32,4.761905,25.216,8.0
880-56-5723,C,Naypyitaw,Member,Female,Health and beauty,78.53,6,23.559,494.739,01/15/2019,18:08,Cash,471.18,4.761905,23.559,4.7
331-80-7672,C,Naypyitaw,Member,Male,Home and lifestyle,54.43,7,19.0505,400.0605,03/18/2019,14:43,Cash,381.01,4.761905,19.0505,5.7
603-96-2723,B,Mandalay,Normal,Male,Health and beauty,90.53,8,36.212,760.452,02/17/2019,12:00,Credit card,724.24,4.761905,36.212,9.6
303-53-4281,B,Mandalay,Normal,Male,Health and beauty,22.9,7,8.015,168.315,01/14/2019,12:04,Cash,160.3,4.761905,8.015,8.2
509-55-8795,C,Naypyitaw,Normal,Male,Electronic accessories,85.43,8,34.172,717.612,03/16/2019,19:17,Credit card,683.44,4.761905,34.172,5.7
743-27-1486,C,Naypyitaw,Normal,Female,Food and beverages,35.1,8,14.04,294.84,02/02/2019,17:31,Ewallet,280.8,4.761905,14.04,4.6
736-89-2578,A,Yangon,Member,Male,Sports and travel,71.03,3,10.6545,223.7445,03/28/2019,15:09,Cash,213.09,4.761905,10.6545,6.3
659-12-1517,A,Yangon,Normal,Female,Electronic accessories,36.42,8,14.568,305.928,02/03/2019,18:21,Credit card,291.36,4.761905,14.568,6.9
775-48-3689,B,Mandalay,Member,Female,Sports and travel,38.31,7,13.4085,281.5785,01/05/2019,10:11,Credit card,268.17,4.761905,13.4085,6.7
667-97-9837,B,Mandalay,Normal,Male,Home and lifestyle,74.42,8,29.768,625.128,03/14/2019,20:31,Credit card,595.36,4.761905,29.768,8.6
731-96-6779,C,Naypyitaw,Normal,Female,Food and beverages,86.89,9,39.1005,821.1105,02/03/2019,17:37,Cash,782.01,4.761905,39.1005,4.3
449-58-2594,B,Mandalay,Normal,Male,Health and beauty,63.14,3,9.471,198.891,02/14/2019,19:01,Credit card,189.42,4.761905,9.471,9.0
804-18-5995,B,Mandalay,Normal,Female,Sports and travel,41.61,4,8.322,174.762,03/24/2019,14:37,Ewallet,166.44,4.761905,8.322,5.5
373-12-8695,A,Yangon,Normal,Male,Health and beauty,58.46,1,2.923,61.383,02/24/2019,19:32,Cash,58.46,4.761905,2.923,6.8
310-53-9138,C,Naypyitaw,Member,Female,Sports and travel,61.33,6,18.399,386.379,03/04/2019,11:44,Credit card,367.98,4.761905,18.399,7.4
319-46-5344,C,Naypyitaw,Normal,Male,Food and beverages,36.96,7,12.936,271.656,03/23/2019,11:53,Credit card,258.72,4.761905,12.936,5.2
379-18-9700,A,Yangon,Normal,Female,Electronic accessories,66.21,2,6.621,139.041,03/16/2019,11:37,Cash,132.42,4.761905,6.621,8.3
420-35-7788,B,Mandalay,Normal,Male,Home and lifestyle,81.61,5,20.4025,428.4525,02/08/2019,16:42,Credit card,408.05,4.761905,20.4025,7.0
690-73-4489,B,Mandalay,Normal,Female,Fashion accessories,78.71,3,11.8065,247.9365,03/22/2019,18:55,Ewallet,236.13,4.761905,11.8065,9.3
161-76-4287,C,Naypyitaw,Normal,Female,Fashion accessories,57.94,10,28.97,608.37,02/25/2019,19:46,Credit card,579.4,4.761905,28.97,9.1
749-36-7757,B,Mandalay,Normal,Male,Electronic accessories,23.54,5,5.885,123.585,02/22/2019,15:55,Ewallet,117.7,4.761905,5.885,9.1
351-49-8604,B,Mandalay,Normal,Male,Home and lifestyle,71.82,4,14.364,301.644,01/15/2019,12:12,Ewallet,287.28,4.761905,14.364,6.4
774-80-3883,B,Mandalay,Normal,Female,Fashion accessories,91.51,4,18.302,384.342,01/18/2019,10:16,Cash,366.04,4.761905,18.302,5.0
472-95-2479,C,Naypyitaw,Member,Female,Health and beauty,14.98,2,1.498,31.458,02/08/2019,11:57,Cash,29.96,4.761905,1.498,5.9
893-77-5125,B,Mandalay,Member,Male,Health and beauty,61.39,9,27.6255,580.1355,03/08/2019,20:53,Credit card,552.51,4.761905,27.6255,9.6
861-40-7928,B,Mandalay,Member,Male,Food and beverages,21.0,6,6.3,132.3,03/16/2019,16:51,Credit card,126.0,4.761905,6.3,6.0
646-57-2850,A,Yangon,Member,Male,Electronic accessories,29.27,5,7.3175,153.6675,02/02/2019,19:03,Cash,146.35,4.761905,7.3175,6.6
476-49-1345,B,Mandalay,Normal,Female,Fashion accessories,32.17,5,8.0425,168.8925,01/19/2019,15:30,Credit card,160.85,4.761905,8.0425,9.3
471-97-2999,C,Naypyitaw,Member,Male,Fashion accessories,92.57,4,18.514,388.794,02/19/2019,14:40,Credit card,370.28,4.761905,18.514,5.5
404-36-3625,C,Naypyitaw,Member,Female,Sports and travel,10.71,7,3.7485,78.7185,02/02/2019,14:05,Ewallet,74.97,4.761905,3.7485,9.6
961-52-7920,B,Mandalay,Normal,Female,Health and beauty,34.66,2,3.466,72.786,03/04/2019,17:47,Cash,69.32,4.761905,3.466,8.9
128-16-4010,A,Yangon,Member,Female,Food and beverages,15.97,7,5.5895,117.3795,03/12/2019,15:29,Credit card,111.79,4.761905,5.5895,7.6
628-93-3131,C,Naypyitaw,Normal,Male,Health and beauty,46.06,5,11.515,241.815,01/11/2019,11:10,Ewallet,230.3,4.761905,11.515,5.9
918-46-4254,C,Naypyitaw,Normal,Female,Sports and travel,53.05,3,7.9575,167.1075,03/29/2019,19:52,Cash,159.15,4.761905,7.9575,5.6
671-92-4747,A,Yangon,Normal,Female,Electronic accessories,45.41,7,15.8935,333.7635,03/15/2019,13:01,Ewallet,317.87,4.761905,15.8935,9.7
252-21-7028,A,Yangon,Normal,Male,Home and lifestyle,73.11,3,10.9665,230.2965,03/21/2019,16:38,Cash,219.33,4.761905,10.9665,4.3
308-34-5361,A,Yangon,Member,Male,Fashion accessories,57.33,8,22.932,481.572,03/05/2019,11:14,Credit card,458.64,4.761905,22.932,9.0
284-62-3391,B,Mandalay,Normal,Female,Electronic accessories,48.82,4,9.764,205.044,02/06/2019,20:12,Cash,195.28,4.761905,9.764,7.6
110-70-3182,A,Yangon,Normal,Female,Electronic accessories,65.59,4,13.118,275.478,03/29/2019,20:29,Ewallet,262.36,4.761905,13.118,6.2
160-16-6453,B,Mandalay,Normal,Male,Fashion accessories,44.51,7,15.5785,327.1485,02/02/2019,11:06,Credit card,311.57,4.761905,15.5785,8.4
734-58-5956,A,Yangon,Normal,Female,Food and beverages,94.54,10,47.27,992.67,01/06/2019,10:16,Credit card,945.4,4.761905,47.27,8.3
998-69-3161,B,Mandalay,Normal,Male,Food and beverages,13.7,3,2.055,43.155,03/06/2019,17:59,Cash,41.1,4.761905,2.055,5.6
865-56-8046,A,Yangon,Normal,Female,Electronic accessories,33.44,6,10.032,210.672,01/17/2019,17:55,Cash,200.64,4.761905,10.032,4.3
751-66-1871,B,Mandalay,Normal,Female,Food and beverages,38.17,3,5.7255,120.2355,03/04/2019,12:35,Credit card,114.51,4.761905,5.7255,5.9
141-66-6841,A,Yangon,Member,Male,Electronic accessories,26.48,8,10.592,222.432,03/01/2019,16:07,Cash,211.84,4.761905,10.592,5.6
284-31-9335,C,Naypyitaw,Normal,Female,Sports and travel,20.12,3,3.018,63.378,01/12/2019,13:55,Cash,60.36,4.761905,3.018,4.7
793-22-6384,B,Mandalay,Member,Male,Food and beverages,79.02,3,11.853,248.913,01/10/2019,13:49,Cash,237.06,4.761905,11.853,6.5
950-94-8861,A,Yangon,Normal,Male,Sports and travel,43.62,2,4.362,91.602,01/20/2019,10:05,Cash,87.24,4.761905,4.362,9.0
983-16-5635,B,Mandalay,Normal,Male,Home and lifestyle,97.28,10,48.64,1021.44,02/11/2019,19:08,Ewallet,972.8,4.761905,48.64,9.7
191-12-4411,B,Mandalay,Member,Male,Food and beverages,95.67,7,33.4845,703.1745,02/02/2019,12:15,Cash,669.69,4.761905,33.4845,4.6
801-87-3151,A,Yangon,Normal,Female,Home and lifestyle,68.25,3,10.2375,214.9875,03/04/2019,16:47,Cash,204.75,4.761905,10.2375,4.7
533-21-7922,B,Mandalay,Member,Female,Food and beverages,27.99,8,11.196,235.116,03/02/2019,14:36,Credit card,223.92,4.761905,11.196,9.3
802-29-9115,B,Mandalay,Member,Female,Fashion accessories,48.34,1,2.417,50.757,03/01/2019,20:14,Credit card,48.34,4.761905,2.417,7.1
961-41-9570,C,Naypyitaw,Member,Female,Sports and travel,49.36,8,19.744,414.624,01/17/2019,20:57,Cash,394.88,4.761905,19.744,5.8
575-94-5151,B,Mandalay,Normal,Male,Food and beverages,16.89,1,0.8445,17.7345,03/07/2019,16:26,Ewallet,16.89,4.761905,0.8445,7.1
526-48-6143,B,Mandalay,Normal,Male,Food and beverages,11.46,8,4.584,96.264,01/24/2019,16:02,Ewallet,91.68,4.761905,4.584,5.1
864-87-5248,C,Naypyitaw,Normal,Female,Food and beverages,82.71,6,24.813,521.073,01/24/2019,13:11,Ewallet,496.26,4.761905,24.813,9.8
808-61-8974,C,Naypyitaw,Member,Female,Food and beverages,11.61,7,4.0635,85.3335,01/22/2019,20:30,Cash,81.27,4.761905,4.0635,4.7
979-13-4428,B,Mandalay,Normal,Female,Home and lifestyle,17.89,3,2.6835,56.3535,01/15/2019,10:44,Ewallet,53.67,4.761905,2.6835,4.1
532-12-2908,B,Mandalay,Member,Male,Sports and travel,85.79,9,38.6055,810.7155,02/08/2019,17:09,Cash,772.11,4.761905,38.6055,5.1
152-52-1129,A,Yangon,Member,Female,Sports and travel,52.43,8,20.972,440.412,01/26/2019,14:36,Cash,419.44,4.761905,20.972,7.5
597-75-8993,A,Yangon,Normal,Female,Sports and travel,76.34,10,38.17,801.57,02/07/2019,10:31,Cash,763.4,4.761905,38.17,8.4
219-73-6681,A,Yangon,Member,Male,Sports and travel,61.88,9,27.846,584.766,03/24/2019,16:56,Cash,556.92,4.761905,27.846,4.4
701-97-6556,B,Mandalay,Normal,Male,Electronic accessories,35.92,4,7.184,150.864,02/26/2019,13:32,Ewallet,143.68,4.761905,7.184,6.8
915-70-3654,C,Naypyitaw,Normal,Male,Home and lifestyle,75.07,7,26.2745,551.7645,03/28/2019,20:47,Cash,525.49,4.761905,26.2745,9.8
203-63-9089,C,Naypyitaw,Member,Female,Fashion accessories,77.43,8,30.972,650.412,01/26/2019,12:38,Cash,619.44,4.761905,30.972,4.8
278-74-1523,B,Mandalay,Member,Male,Food and beverages,14.23,1,0.7115,14.9415,02/03/2019,15:43,Ewallet,14.23,4.761905,0.7115,6.2
887-15-5382,A,Yangon,Normal,Female,Health and beauty,65.58,2,6.558,137.718,03/04/2019,14:21,Cash,131.16,4.761905,6.558,7.4
943-81-1687,A,Yangon,Member,Male,Sports and travel,81.91,2,8.191,172.011,03/20/2019,19:50,Ewallet,163.82,4.761905,8.191,9.8
880-74-9165,C,Naypyitaw,Member,Male,Fashion accessories,20.63,4,4.126,86.646,01/21/2019,14:45,Cash,82.52,4.761905,4.126,9.5
351-70-6592,C,Naypyitaw,Member,Male,Fashion accessories,42.74,3,6.411,134.631,01/26/2019,17:26,Ewallet,128.22,4.761905,6.411,4.7
531-39-3260,B,Mandalay,Member,Male,Home and lifestyle,43.52,7,15.232,319.872,03/27/2019,13:09,Credit card,304.64,4.761905,15.232,6.2
888-11-9476,B,Mandalay,Normal,Female,Sports and travel,95.67,9,43.0515,904.0815,02/16/2019,10:28,Ewallet,861.03,4.761905,43.0515,8.8
254-83-1947,A,Yangon,Member,Female,Home and lifestyle,46.15,3,6.9225,145.3725,02/20/2019,10:42,Credit card,138.45,4.761905,6.9225,6.6
640-88-3406,C,Naypyitaw,Normal,Female,Sports and travel,89.72,9,40.374,847.854,02/10/2019,15:00,Cash,807.48,4.761905,40.374,9.2
453-93-7627,C,Naypyitaw,Normal,Female,Fashion accessories,28.46,9,12.807,268.947,03/21/2019,20:28,Credit card,256.14,4.761905,12.807,7.7
318-21-9383,A,Yangon,Normal,Male,Health and beauty,58.37,7,20.4295,429.0195,01/17/2019,18:34,Cash,408.59,4.761905,20.4295,8.4
952-48-7926,C,Naypyitaw,Normal,Female,Fashion accessories,24.4,1,1.22,25.62,03/11/2019,19:16,Ewallet,24.4,4.761905,1.22,9.3
405-83-1085,C,Naypyitaw,Member,Male,Home and lifestyle,33.38,9,15.021,315.441,01/07/2019,20:07,Cash,300.42,4.761905,15.021,6.1
339-54-5902,B,Mandalay,Normal,Male,Fashion accessories,99.01,10,49.505,1039.605,03/22/2019,20:34,Credit card,990.1,4.761905,49.505,8.3
565-22-3401,B,Mandalay,Member,Female,Food and beverages,76.38,2,7.638,160.398,03/16/2019,13:52,Cash,152.76,4.761905,7.638,6.0
478-96-9622,C,Naypyitaw,Normal,Female,Health and beauty,18.3,7,6.405,134.505,03/02/2019,13:28,Ewallet,128.1,4.761905,6.405,9.3
943-30-3364,B,Mandalay,Normal,Female,Food and beverages,54.89,7,19.2115,403.4415,03/30/2019,17:46,Cash,384.23,4.761905,19.2115,10.0
133-30-7051,C,Naypyitaw,Member,Female,Fashion accessories,51.19,9,23.0355,483.7455,01/16/2019,13:29,Cash,460.71,4.761905,23.0355,9.2
483-48-5816,A,Yangon,Normal,Male,Health and beauty,43.26,5,10.815,227.115,01/20/2019,11:23,Cash,216.3,4.761905,10.815,4.2
938-72-1034,B,Mandalay,Member,Male,Electronic accessories,80.54,7,28.189,591.969,02/09/2019,14:13,Ewallet,563.78,4.761905,28.189,4.3
586-87-3175,A,Yangon,Normal,Male,Health and beauty,47.58,10,23.79,499.59,02/27/2019,15:50,Cash,475.8,4.761905,23.79,5.9
496-39-7478,A,Yangon,Normal,Female,Fashion accessories,50.42,6,15.126,317.646,03/21/2019,20:39,Cash,302.52,4.761905,15.126,4.5
416-81-3028,B,Mandalay,Member,Female,Fashion accessories,34.96,2,3.496,73.416,01/04/2019,19:40,Credit card,69.92,4.761905,3.496,9.2
614-12-2970,C,Naypyitaw,Member,Male,Food and beverages,58.77,1,2.9385,61.7085,03/08/2019,13:48,Cash,58.77,4.761905,2.9385,9.7
721-51-7583,C,Naypyitaw,Member,Male,Home and lifestyle,80.81,4,16.162,339.402,03/16/2019,17:05,Credit card,323.24,4.761905,16.162,9.0
193-24-2627,C,Naypyitaw,Member,Female,Health and beauty,40.6,3,6.09,127.89,03/09/2019,15:24,Cash,121.8,4.761905,6.09,6.5
729-51-3973,C,Naypyitaw,Member,Female,Electronic accessories,26.44,2,2.644,55.524,02/22/2019,20:10,Ewallet,52.88,4.761905,2.644,4.9
153-35-4925,A,Yangon,Member,Female,Sports and travel,18.89,3,2.8335,59.5035,02/11/2019,14:24,Ewallet,56.67,4.761905,2.8335,6.5
666-62-2072,C,Naypyitaw,Member,Female,Food and beverages,77.72,7,27.202,571.242,02/04/2019,10:20,Cash,544.04,4.761905,27.202,9.7
881-81-3057,B,Mandalay,Member,Female,Fashion accessories,31.04,1,1.552,32.592,03/17/2019,20:06,Ewallet,31.04,4.761905,1.552,5.6
900-41-9806,B,Mandalay,Normal,Female,Health and beauty,86.17,9,38.7765,814.3065,01/19/2019,15:34,Ewallet,775.53,4.761905,38.7765,5.2
379-86-5110,B,Mandalay,Normal,Male,Health and beauty,83.14,10,41.57,872.97,01/22/2019,10:03,Cash,831.4,4.761905,41.57,5.7
407-21-7476,C,Naypyitaw,Normal,Female,Fashion accessories,29.15,9,13.1175,275.4675,01/21/2019,18:36,Ewallet,262.35,4.761905,13.1175,5.7
798-53-5282,C,Naypyitaw,Member,Male,Fashion accessories,60.08,5,15.02,315.42,01/27/2019,19:32,Cash,300.4,4.761905,15.02,9.3
808-27-1033,C,Naypyitaw,Normal,Female,Electronic accessories,69.6,6,20.88,438.48,02/28/2019,19:21,Ewallet,417.6,4.761905,20.88,6.0
651-20-2270,C,Naypyitaw,Normal,Male,Health and beauty,70.54,7,24.689,518.469,03/31/2019,17:48,Cash,493.78,4.761905,24.689,7.3
108-25-8580,C,Naypyitaw,Member,Female,Fashion accessories,21.11,7,7.3885,155.1585,02/15/2019,16:11,Credit card,147.77,4.761905,7.3885,9.0
935-88-5967,B,Mandalay,Member,Female,Health and beauty,29.94,1,1.497,31.437,03/29/2019,15:12,Ewallet,29.94,4.761905,1.497,8.6
940-91-7489,C,Naypyitaw,Member,Male,Sports and travel,97.06,1,4.853,101.913,03/19/2019,13:00,Ewallet,97.06,4.761905,4.853,5.7
702-26-2065,A,Yangon,Normal,Female,Electronic accessories,59.66,10,29.83,626.43,03/19/2019,19:11,Ewallet,596.6,4.761905,29.83,8.0
645-88-5143,A,Yangon,Normal,Male,Food and beverages,75.6,5,18.9,396.9,03/28/2019,10:44,Credit card,378.0,4.761905,18.9,5.2
380-25-9491,C,Naypyitaw,Normal,Male,Sports and travel,67.69,1,3.3845,71.0745,02/11/2019,16:54,Cash,67.69,4.761905,3.3845,9.1
105-60-4188,B,Mandalay,Normal,Female,Food and beverages,78.31,4,15.662,328.902,02/23/2019,18:28,Cash,313.24,4.761905,15.662,4.3
418-18-2584,B,Mandalay,Member,Male,Fashion accessories,30.31,7,10.6085,222.7785,02/01/2019,13:10,Cash,212.17,4.761905,10.6085,9.7
448-16-6465,A,Yangon,Normal,Female,Health and beauty,63.33,6,18.999,398.979,02/01/2019,11:30,Ewallet,379.98,4.761905,18.999,9.0
134-58-6132,C,Naypyitaw,Member,Male,Food and beverages,65.76,2,6.576,138.096,03/16/2019,11:05,Ewallet,131.52,4.761905,6.576,7.8
204-96-1914,C,Naypyitaw,Member,Male,Health and beauty,92.72,8,37.088,778.848,03/20/2019,20:27,Ewallet,741.76,4.761905,37.088,4.3
738-11-8428,C,Naypyitaw,Member,Female,Sports and travel,46.15,10,23.075,484.575,01/30/2019,19:50,Credit card,461.5,4.761905,23.075,8.5
436-85-4153,B,Mandalay,Normal,Female,Food and beverages,65.73,6,19.719,414.099,03/28/2019,10:29,Credit card,394.38,4.761905,19.719,7.9
621-42-6822,A,Yangon,Member,Male,Food and beverages,74.2,10,37.1,779.1,01/25/2019,19:08,Credit card,742.0,4.761905,37.1,8.7
767-55-6098,B,Mandalay,Normal,Female,Electronic accessories,31.88,1,1.594,33.474,02/09/2019,19:27,Credit card,31.88,4.761905,1.594,4.4
794-28-1939,C,Naypyitaw,Member,Male,Sports and travel,37.78,6,11.334,238.014,01/02/2019,18:37,Credit card,226.68,4.761905,11.334,5.7
783-70-8657,A,Yangon,Member,Female,Home and lifestyle,27.59,4,5.518,115.878,01/26/2019,11:21,Ewallet,110.36,4.761905,5.518,7.8
103-91-4654,C,Naypyitaw,Normal,Female,Food and beverages,36.97,6,11.091,232.911,02/28/2019,10:31,Ewallet,221.82,4.761905,11.091,5.0
288-10-6944,C,Naypyitaw,Member,Female,Food and beverages,29.18,8,11.672,245.112,02/12/2019,16:13,Cash,233.44,4.761905,11.672,8.4
144-13-4262,A,Yangon,Member,Female,Health and beauty,59.92,3,8.988,188.748,01/25/2019,20:37,Cash,179.76,4.761905,8.988,5.7
122-32-5289,A,Yangon,Normal,Male,Electronic accessories,89.68,3,13.452,282.492,03/12/2019,13:11,Ewallet,269.04,4.761905,13.452,6.0
478-57-3807,A,Yangon,Member,Male,Sports and travel,68.94,2,6.894,144.774,01/27/2019,14:29,Ewallet,137.88,4.761905,6.894,6.0
483-50-8037,C,Naypyitaw,Normal,Male,Health and beauty,23.0,3,3.45,72.45,01/25/2019,18:24,Credit card,69.0,4.761905,3.45,8.8
744-45-3071,C,Naypyitaw,Member,Male,Food and beverages,62.86,9,28.287,594.027,01/20/2019,15:15,Ewallet,565.74,4.761905,28.287,5.8
497-92-9342,C,Naypyitaw,Normal,Male,Fashion accessories,17.33,8,6.932,145.572,03/20/2019,11:10,Credit card,138.64,4.761905,6.932,8.7
695-61-1599,B,Mandalay,Normal,Female,Electronic accessories,38.96,6,11.688,245.448,03/03/2019,17:30,Cash,233.76,4.761905,11.688,7.2
962-57-5170,A,Yangon,Member,Male,Sports and travel,87.69,7,30.6915,644.5215,02/24/2019,16:36,Ewallet,613.83,4.761905,30.6915,5.3
736-53-7981,C,Naypyitaw,Member,Male,Health and beauty,36.55,9,16.4475,345.3975,03/16/2019,10:29,Credit card,328.95,4.761905,16.4475,6.1
339-43-2243,B,Mandalay,Normal,Female,Sports and travel,43.08,8,17.232,361.872,02/18/2019,10:11,Cash,344.64,4.761905,17.232,5.9
468-14-9946,B,Mandalay,Member,Female,Food and beverages,56.15,2,5.615,117.915,01/30/2019,11:07,Ewallet,112.3,4.761905,5.615,8.7
718-27-9898,A,Yangon,Normal,Male,Fashion accessories,39.63,5,9.9075,208.0575,03/29/2019,14:12,Credit card,198.15,4.761905,9.9075,8.5
769-75-3445,B,Mandalay,Member,Female,Home and lifestyle,84.01,7,29.4035,617.4735,03/16/2019,20:00,Cash,588.07,4.761905,29.4035,9.7
839-69-6581,B,Mandalay,Member,Male,Fashion accessories,77.42,8,30.968,650.328,03/17/2019,18:48,Cash,619.36,4.761905,30.968,5.4
242-83-3102,A,Yangon,Normal,Male,Sports and travel,79.31,7,27.7585,582.9285,02/27/2019,18:01,Cash,555.17,4.761905,27.7585,5.3
881-98-9808,B,Mandalay,Member,Female,Fashion accessories,85.09,6,25.527,536.067,02/24/2019,20:48,Cash,510.54,4.761905,25.527,5.4
722-83-7404,B,Mandalay,Normal,Male,Food and beverages,80.68,3,12.102,254.142,02/12/2019,19:40,Credit card,242.04,4.761905,12.102,4.9
411-21-3808,B,Mandalay,Member,Female,Health and beauty,58.1,4,11.62,244.02,02/12/2019,19:28,Credit card,232.4,4.761905,11.62,6.8
338-47-9591,A,Yangon,Member,Male,Fashion accessories,64.3,1,3.215,67.515,01/09/2019,16:18,Ewallet,64.3,4.761905,3.215,5.1
232-78-7855,A,Yangon,Normal,Male,Home and lifestyle,56.67,3,8.5005,178.5105,02/22/2019,16:10,Ewallet,170.01,4.761905,8.5005,6.0
688-49-4325,B,Mandalay,Member,Female,Electronic accessories,21.69,4,4.338,91.098,03/27/2019,17:10,Credit card,86.76,4.761905,4.338,5.9
638-52-9043,C,Naypyitaw,Normal,Female,Electronic accessories,10.67,3,1.6005,33.6105,02/21/2019,19:51,Ewallet,32.01,4.761905,1.6005,6.7
525-41-3942,B,Mandalay,Normal,Male,Fashion accessories,18.2,8,7.28,152.88,02/08/2019,16:39,Ewallet,145.6,4.761905,7.28,6.1
345-30-5485,C,Naypyitaw,Normal,Female,Sports and travel,91.97,3,13.7955,289.7055,01/13/2019,16:44,Ewallet,275.91,4.761905,13.7955,8.2
178-23-9264,C,Naypyitaw,Normal,Male,Fashion accessories,75.39,4,15.078,316.638,02/22/2019,18:07,Cash,301.56,4.761905,15.078,9.5
791-69-7244,B,Mandalay,Normal,Female,Electronic accessories,32.75,9,14.7375,309.4875,01/04/2019,11:40,Credit card,294.75,4.761905,14.7375,4.3
575-72-8558,B,Mandalay,Normal,Male,Sports and travel,13.4,5,3.35,70.35,01/18/2019,15:42,Credit card,67.0,4.761905,3.35,4.7
721-22-3903,A,Yangon,Member,Male,Fashion accessories,95.5,3,14.325,300.825,02/05/2019,12:10,Ewallet,286.5,4.761905,14.325,6.8
321-14-9721,B,Mandalay,Member,Female,Electronic accessories,16.98,1,0.849,17.829,01/20/2019,17:22,Ewallet,16.98,4.761905,0.849,8.1
104-16-7183,A,Yangon,Normal,Male,Fashion accessories,83.04,2,8.304,174.384,02/09/2019,17:03,Credit card,166.08,4.761905,8.304,6.3
796-95-2035,A,Yangon,Member,Female,Electronic accessories,28.0,1,1.4,29.4,01/02/2019,15:52,Ewallet,28.0,4.761905,1.4,6.5
294-89-4393,A,Yangon,Member,Male,Fashion accessories,25.03,7,8.7605,183.9705,02/11/2019,15:35,Credit card,175.21,4.761905,8.7605,7.1
423-11-7376,C,Naypyitaw,Normal,Female,Health and beauty,30.92,2,3.092,64.932,01/23/2019,10:25,Credit card,61.84,4.761905,3.092,6.1
520-48-9185,A,Yangon,Normal,Male,Health and beauty,69.22,5,17.305,363.405,02/17/2019,10:04,Ewallet,346.1,4.761905,17.305,7.9
750-98-6209,A,Yangon,Member,Female,Health and beauty,63.99,7,22.3965,470.3265,03/30/2019,12:21,Ewallet,447.93,4.761905,22.3965,8.1
615-85-1217,C,Naypyitaw,Normal,Male,Home and lifestyle,11.59,10,5.795,121.695,03/07/2019,20:47,Ewallet,115.9,4.761905,5.795,6.7
483-73-5859,A,Yangon,Member,Male,Home and lifestyle,31.28,7,10.948,229.908,03/21/2019,11:03,Ewallet,218.96,4.761905,10.948,8.5
237-45-6202,A,Yangon,Member,Female,Electronic accessories,67.78,4,13.556,284.676,03/18/2019,17:47,Cash,271.12,4.761905,13.556,9.5
